product_id_1,product_id_2,similarity
P447781,P474036,0.4474
P447781,P471017,0.4787
P447781,P448551,0.4909
P447781,P477150,0.4073
P447781,P448550,0.5055
P447781,P448547,0.441
P447781,P504011,0.4589
P464233,P448711,0.4092
P464233,P447787,0.4581
P464233,P454937,0.4372
P464233,P481973,0.4921
P464233,P469200,0.4375
P464233,P448553,0.8021
P464233,P448558,0.4005
P464233,P449601,0.4062
P464233,P448548,0.46
P464233,P448545,0.4314
P464233,P475926,0.7167
P464233,P448544,0.4271
P464233,P474036,0.4474
P464233,P471017,0.4787
P464233,P448551,0.4909
P464233,P477150,0.4073
P464233,P448550,0.5055
P464233,P448547,0.441
P464233,P504011,0.4589
P447785,P448711,0.4799
P447785,P447790,0.4998
P447785,P447787,0.4252
P447785,P454937,0.4058
P447785,P448715,0.4236
P447785,P448558,0.4059
P447785,P448548,0.421
P447785,P448545,0.4248
P447785,P475926,0.4316
P447785,P474036,0.4858
P447783,P448711,0.4473
P447783,P447790,0.4411
P447783,P447787,0.4465
P447783,P454937,0.4262
P447783,P448715,0.4178
P447783,P448548,0.4739
P447783,P448545,0.5716
P447783,P475926,0.426
P447783,P474036,0.4853
P447783,P483075,0.4019
P448554,P448546,0.7466
P448711,P447790,0.538
P448711,P447787,0.5391
P448711,P454937,0.5145
P448711,P469200,0.4444
P448711,P448548,0.5032
P448711,P475926,0.482
P448711,P474036,0.5168
P448711,P471017,0.4284
P448711,P448547,0.4012
P447790,P456997,0.4776
P447790,P447787,0.6697
P447790,P454937,0.6201
P447790,P448715,0.4862
P447790,P469200,0.4249
P447790,P448557,0.4472
P447790,P448548,0.6227
P447790,P448545,0.4821
P447790,P475926,0.4856
P447790,P448549,0.4145
P447790,P474036,0.5405
P447790,P471017,0.4442
P447790,P448551,0.4603
P447790,P448550,0.4403
P456997,P447787,0.4335
P456997,P454937,0.4011
P456997,P448715,0.4022
P456997,P448548,0.4144
P447787,P454937,0.9326
P447787,P448715,0.5002
P447787,P469200,0.4102
P447787,P448553,0.4348
P447787,P448557,0.4309
P447787,P448548,0.611
P447787,P448545,0.4431
P447787,P475926,0.485
P447787,P474036,0.4366
P454937,P448715,0.4774
P454937,P448553,0.415
P454937,P448548,0.5608
P454937,P448545,0.4228
P454937,P475926,0.4628
P454937,P474036,0.4166
P481973,P469200,0.6944
P481973,P448553,0.5151
P481973,P447788,0.4238
P481973,P449601,0.5236
P481973,P448548,0.4374
P481973,P448545,0.4334
P481973,P475926,0.5301
P481973,P474036,0.462
P481973,P448551,0.5094
P481973,P477150,0.4852
P481973,P448550,0.4873
P481973,P504011,0.5463
P448715,P448548,0.4914
P448715,P448545,0.5041
P448715,P475926,0.4728
P448715,P474036,0.5413
P448715,P471017,0.4141
P469200,P448553,0.5281
P469200,P449601,0.4479
P469200,P448548,0.4293
P469200,P475926,0.4996
P469200,P474036,0.4265
P469200,P448551,0.4834
P469200,P477150,0.4447
P469200,P448550,0.4624
P469200,P504011,0.4865
P469200,P446419,0.4775
P448553,P448558,0.4494
P448553,P449601,0.4518
P448553,P475926,0.6417
P448553,P471017,0.4974
P448553,P448551,0.5281
P448553,P477150,0.4129
P448553,P448550,0.5052
P448553,P448547,0.4502
P448553,P504011,0.4722
P448558,P447788,0.6217
P448558,P448557,0.4196
P448558,P448542,0.68
P448558,P475926,0.4759
P448558,P448544,0.493
P448558,P471017,0.4385
P448558,P448551,0.4014
P447788,P448542,0.6316
P447788,P475926,0.4731
P447788,P474036,0.4299
P447788,P456392,0.4728
P448557,P448542,0.4325
P448557,P448548,0.4861
P448557,P475926,0.4768
P448557,P474036,0.4028
P448557,P471017,0.4771
P448542,P475926,0.4545
P448542,P471017,0.4177
P448542,P448550,0.4353
P448542,P456392,0.4075
P449601,P475926,0.417
P449601,P448551,0.4667
P449601,P448550,0.4464
P449601,P504011,0.4382
P448548,P448545,0.6313
P448548,P475926,0.521
P448548,P448544,0.4408
P448548,P474036,0.5307
P448548,P471017,0.4377
P448548,P448547,0.4301
P448548,P459141,0.4146
P448548,P480301,0.4135
P448545,P475926,0.4949
P448545,P448544,0.4108
P448545,P474036,0.5451
P448545,P471017,0.4206
P475926,P448544,0.4123
P475926,P474036,0.5361
P475926,P471017,0.5412
P475926,P448551,0.5573
P475926,P477150,0.4567
P475926,P448550,0.5492
P475926,P448547,0.4866
P475926,P504011,0.4991
P448549,P448551,0.6781
P448549,P448550,0.6486
P448544,P471017,0.4198
P448544,P448547,0.7814
P474036,P471017,0.4406
P474036,P448551,0.4209
P474036,P448550,0.4026
P474036,P504011,0.4208
P471017,P477150,0.4503
P471017,P448547,0.4996
P471017,P504011,0.4855
P448713,P394124,0.4261
P448551,P477150,0.4151
P448551,P448550,0.9566
P448551,P504011,0.4477
P477150,P448550,0.4479
P477150,P448547,0.4299
P477150,P504011,0.492
P448550,P448547,0.4127
P448550,P504011,0.4282
P448547,P504011,0.4173
P427397,P444225,0.4033
P391802,P442001,0.4398
P391802,P460622,0.5828
P397310,P422536,0.4134
P397310,P433446,0.4112
P435209,P435790,1.0
P429662,P483138,0.4579
P429662,P467651,0.4603
P470217,P467614,0.4279
P470217,P482540,0.4109
P460758,P434546,0.4078
P383054,P434550,0.4505
P442263,P442840,0.4419
P442263,P479860,0.4419
P442263,P442839,0.4484
P442263,P442837,0.4613
P442263,P502169,0.438
P440302,P398761,0.4131
P440302,P474943,0.4117
P440302,P382204,0.4225
P440302,P468850,0.4041
P440302,P470248,0.4055
P440302,P480346,0.416
P440302,P473726,0.4426
P440302,P460554,0.4465
P440302,P445726,0.4047
P440302,P479688,0.4254
P440302,P483092,0.4345
P440302,P457439,0.4089
P440302,P461199,0.4422
P440302,P502842,0.4585
P440302,P504417,0.4067
P440302,P478731,0.4872
P500151,P504056,0.4091
P460622,P427421,0.4148
P460622,P470024,0.4185
P460622,P465752,0.4135
P460622,P501591,0.4405
P460622,P500983,0.4391
P460622,P505120,0.4336
P269122,P377533,0.9449
P269122,P474826,0.49
P269122,P398761,0.7034
P269122,P474823,0.4716
P269122,P481975,0.6729
P269122,P481339,0.7046
P269122,P466878,0.5714
P269122,P474943,0.699
P269122,P503912,0.7083
P447592,P481340,0.4342
P447592,P501190,0.5384
P447592,P398761,0.648
P447592,P474823,0.4971
P447592,P501166,0.5354
P447592,P481341,0.5301
P447592,P481975,0.5116
P447592,P481339,0.5226
P447592,P466878,0.4082
P447592,P481376,0.4342
P447592,P474943,0.644
P447592,P503912,0.5221
P447592,P470529,0.4113
P447592,P503634,0.439
P447592,P504171,0.4657
P447592,P500988,0.451
P447592,P483661,0.4264
P447592,P481334,0.497
P447592,P503216,0.4237
P447592,P471040,0.4478
P447592,P382356,0.5523
P447592,P383308,0.549
P447592,P39274,0.4023
P447592,P382204,0.418
P447592,P448719,0.4103
P447592,P473726,0.4345
P447592,P463964,0.4865
P447592,P483495,0.4436
P447592,P456407,0.422
P447592,P475197,0.4667
P447592,P475192,0.5545
P447592,P455676,0.4761
P447592,P458216,0.4738
P447592,P471111,0.4249
P377533,P474826,0.4406
P377533,P398761,0.6871
P377533,P474823,0.4331
P377533,P385773,0.4003
P377533,P481975,0.6544
P377533,P481339,0.6406
P377533,P466878,0.4924
P377533,P474943,0.6826
P377533,P503912,0.6871
P461439,P398761,0.4264
P461439,P416755,0.4738
P461439,P474943,0.425
P461439,P456566,0.4298
P461439,P453227,0.4025
P461439,P463964,0.4049
P481340,P474826,0.4077
P481340,P398761,0.407
P481340,P474823,0.4648
P481340,P481341,0.5112
P481340,P481975,0.7227
P481340,P481339,0.7191
P481340,P466878,0.5272
P481340,P481376,1.0
P481340,P474943,0.4057
P481340,P503912,0.4331
P481340,P504786,0.4092
P481340,P504171,0.4048
P481340,P469504,0.4171
P474825,P474826,0.6577
P474825,P474824,0.4995
P474825,P501157,0.4007
P474825,P474823,0.4708
P474825,P503912,0.4133
P474826,P474824,0.4351
P474826,P501169,0.41
P474826,P501157,0.4219
P474826,P474823,0.5733
P474826,P479313,0.4608
P474826,P481975,0.4534
P474826,P481339,0.4746
P474826,P466878,0.5403
P474826,P481376,0.4077
P474826,P503912,0.4948
P474826,P479705,0.4027
P474826,P476010,0.4227
P474826,P504315,0.4411
P501190,P398761,0.5311
P501190,P474823,0.42
P501190,P503927,0.4225
P501190,P501166,0.71
P501190,P481341,0.5465
P501190,P481975,0.4772
P501190,P481339,0.4767
P501190,P474943,0.5294
P501190,P503912,0.6062
P501190,P480165,0.4149
P501190,P470529,0.5232
P501190,P503634,0.5534
P501190,P504171,0.4913
P501190,P500988,0.4224
P501190,P481334,0.4331
P501190,P502322,0.4212
P501190,P382356,0.5818
P501190,P383308,0.5412
P501190,P503933,0.4116
P501190,P449180,0.4793
P501190,P463964,0.4949
P501190,P483495,0.508
P501190,P456407,0.4335
P501190,P386739,0.4062
P501190,P476736,0.4118
P501190,P500482,0.4095
P501190,P479352,0.4091
P501190,P501316,0.441
P501190,P475197,0.4493
P501190,P475192,0.4746
P501190,P475196,0.4132
P501190,P475200,0.4326
P501190,P501474,0.4172
P474824,P474823,0.5377
P474824,P479313,0.4795
P474824,P501166,0.4229
P474824,P481339,0.4022
P474824,P503912,0.4428
P398761,P474823,0.5778
P398761,P416755,0.4795
P398761,P479313,0.4502
P398761,P385773,0.4738
P398761,P501166,0.5693
P398761,P481341,0.4715
P398761,P481975,0.6695
P398761,P481339,0.6762
P398761,P466878,0.4614
P398761,P481376,0.407
P398761,P474943,0.9951
P398761,P503912,0.7391
P398761,P434548,0.4051
P398761,P480165,0.4018
P398761,P470529,0.4158
P398761,P503634,0.4491
P398761,P504171,0.4674
P398761,P474325,0.4397
P398761,P450583,0.4133
P398761,P500988,0.4573
P398761,P483661,0.4367
P398761,P481334,0.5146
P398761,P480174,0.4258
P398761,P503216,0.418
P398761,P471042,0.4013
P398761,P471040,0.459
P398761,P382356,0.5459
P398761,P383308,0.5204
P398761,P473133,0.4263
P398761,P483679,0.4049
P398761,P459131,0.4139
P398761,P503933,0.4791
P398761,P382204,0.5268
P398761,P448719,0.4934
P398761,P470248,0.4555
P398761,P500502,0.4078
P398761,P442535,0.4135
P398761,P473726,0.4502
P398761,P460554,0.431
P398761,P479688,0.4115
P398761,P483092,0.4613
P398761,P478731,0.4635
P398761,P463964,0.5069
P398761,P483495,0.4567
P398761,P456407,0.4375
P398761,P432048,0.4118
P398761,P501316,0.4217
P398761,P475197,0.4838
P398761,P475192,0.5793
P398761,P475196,0.4071
P398761,P475200,0.4129
P398761,P455676,0.5038
P398761,P458216,0.5014
P398761,P471111,0.4472
P398761,P502771,0.4186
P501169,P503912,0.4582
P501169,P482676,0.4328
P501157,P501166,0.4938
P501157,P503912,0.5441
P474823,P479313,0.5311
P474823,P501166,0.4787
P474823,P481341,0.4799
P474823,P481975,0.5555
P474823,P481339,0.5704
P474823,P466878,0.5271
P474823,P481376,0.4648
P474823,P474943,0.5732
P474823,P503912,0.5515
P474823,P503933,0.4004
P474823,P473726,0.4159
P474823,P483092,0.4046
P474823,P478731,0.4436
P474823,P475197,0.4097
P416755,P385773,0.4701
P416755,P474943,0.4779
P416755,P503912,0.4011
P416755,P450583,0.4417
P416755,P481334,0.4459
P416755,P471041,0.41
P416755,P471040,0.4041
P416755,P473133,0.4232
P416755,P483679,0.4023
P416755,P459131,0.4035
P416755,P503933,0.4566
P416755,P382204,0.4651
P416755,P448719,0.4708
P416755,P468850,0.4371
P416755,P470245,0.4028
P416755,P470247,0.4259
P416755,P470248,0.4992
P416755,P500502,0.4944
P416755,P442594,0.414
P416755,P442535,0.4792
P416755,P473726,0.4753
P416755,P460554,0.5246
P416755,P456957,0.4371
P416755,P445726,0.4458
P416755,P479688,0.4807
P416755,P483092,0.5222
P416755,P457439,0.4562
P416755,P461199,0.4193
P416755,P502842,0.4646
P416755,P504417,0.5175
P416755,P478731,0.5685
P416755,P432048,0.4084
P416755,P504049,0.4258
P416755,P455676,0.4576
P416755,P458216,0.4554
P416755,P471111,0.4625
P416755,P502771,0.4305
P479313,P501166,0.4689
P479313,P481975,0.4072
P479313,P481339,0.4047
P479313,P474943,0.4487
P479313,P503912,0.4607
P479313,P482058,0.4076
P479313,P478731,0.4463
P479313,P483495,0.4435
P479313,P475200,0.4325
P479313,P501474,0.451
P479313,P502998,0.4012
P385773,P501166,0.4126
P385773,P481975,0.4777
P385773,P481339,0.4717
P385773,P474943,0.4698
P385773,P503912,0.4762
P385773,P464238,0.4085
P385773,P470529,0.41
P385773,P457696,0.4069
P385773,P502195,0.4085
P385773,P469508,0.4161
P385773,P468850,0.4309
P385773,P463964,0.4153
P503927,P501166,0.4324
P503927,P503912,0.4657
P503927,P482676,0.4118
P503927,P479688,0.4496
P503927,P483092,0.4081
P503927,P478731,0.4412
P501166,P481341,0.5687
P501166,P481975,0.5456
P501166,P481339,0.5406
P501166,P474943,0.5674
P501166,P503912,0.8116
P501166,P470529,0.5056
P501166,P503634,0.5223
P501166,P504171,0.4968
P501166,P500988,0.4323
P501166,P483661,0.404
P501166,P481334,0.4217
P501166,P503216,0.4106
P501166,P382356,0.5584
P501166,P383308,0.524
P501166,P478731,0.4013
P501166,P449180,0.4391
P501166,P463964,0.4598
P501166,P483495,0.4729
P501166,P479352,0.4049
P501166,P475197,0.457
P501166,P475192,0.4561
P501166,P475200,0.4526
P501166,P501474,0.446
P481341,P481975,0.7602
P481341,P481339,0.7588
P481341,P466878,0.5011
P481341,P481376,0.5112
P481341,P474943,0.4699
P481341,P503912,0.5451
P481341,P470529,0.4937
P481341,P503634,0.5082
P481341,P504171,0.49
P481341,P382356,0.458
P481341,P383308,0.4554
P481341,P476010,0.4657
P481341,P504315,0.4766
P481341,P478731,0.4093
P481341,P449180,0.4228
P481341,P483495,0.4271
P481341,P501316,0.4133
P481341,P475197,0.4292
P481341,P475192,0.4325
P481341,P475200,0.4228
P481341,P455676,0.4179
P481341,P458216,0.4159
P481975,P481339,0.9738
P481975,P466878,0.598
P481975,P481376,0.7227
P481975,P474943,0.6673
P481975,P503912,0.7354
P481975,P504882,0.4339
P481975,P470529,0.4337
P481975,P503634,0.4353
P481975,P504171,0.4763
P481975,P474325,0.4034
P481975,P480174,0.4224
P481975,P503216,0.4252
P481975,P382356,0.4135
P481975,P439061,0.4057
P481975,P502740,0.4064
P481975,P501550,0.4215
P481975,P476010,0.4405
P481975,P504315,0.4535
P481975,P478731,0.4311
P481975,P483495,0.4287
P481975,P501316,0.4143
P481975,P475197,0.4533
P481975,P475200,0.4713
P481975,P501474,0.4448
P481339,P466878,0.6205
P481339,P481376,0.7191
P481339,P474943,0.673
P481339,P503912,0.7525
P481339,P504882,0.4217
P481339,P470529,0.4345
P481339,P503634,0.4338
P481339,P504171,0.4772
P481339,P474325,0.4054
P481339,P480174,0.4244
P481339,P503216,0.4266
P481339,P472471,0.4059
P481339,P382356,0.413
P481339,P439061,0.4022
P481339,P501550,0.4172
P481339,P476010,0.4593
P481339,P504315,0.4719
P481339,P478731,0.42
P481339,P449180,0.4056
P481339,P483495,0.4274
P481339,P501316,0.4147
P481339,P475197,0.4486
P481339,P475200,0.4656
P481339,P501474,0.4403
P466878,P481376,0.5272
P466878,P474943,0.4739
P466878,P503912,0.5206
P466878,P460511,0.4343
P466878,P439061,0.4115
P466878,P454800,0.4433
P466878,P3550,0.4105
P466878,P474078,0.4389
P466878,P476010,0.403
P466878,P504315,0.4311
P466878,P504424,0.4163
P466878,P471101,0.4205
P481376,P474943,0.4057
P481376,P503912,0.4331
P481376,P504786,0.4092
P481376,P504171,0.4048
P481376,P469504,0.4171
P474943,P503912,0.7366
P474943,P434548,0.4037
P474943,P480165,0.4005
P474943,P470529,0.4128
P474943,P503634,0.4476
P474943,P504171,0.4658
P474943,P474325,0.4382
P474943,P450583,0.4086
P474943,P500988,0.4558
P474943,P483661,0.4333
P474943,P481334,0.5129
P474943,P480174,0.4244
P474943,P503216,0.4166
P474943,P471040,0.4575
P474943,P382356,0.5441
P474943,P383308,0.5187
P474943,P473133,0.4225
P474943,P483679,0.4035
P474943,P459133,0.4037
P474943,P459131,0.4125
P474943,P503933,0.4775
P474943,P382204,0.525
P474943,P448719,0.4887
P474943,P470248,0.4512
P474943,P500502,0.4065
P474943,P442535,0.4081
P474943,P473726,0.4487
P474943,P460554,0.4255
P474943,P479688,0.4101
P474943,P483092,0.4555
P474943,P478731,0.4589
P474943,P463964,0.5052
P474943,P483495,0.4552
P474943,P456407,0.4361
P474943,P432048,0.4085
P474943,P501316,0.4203
P474943,P475197,0.4822
P474943,P475192,0.5774
P474943,P475196,0.4057
P474943,P475200,0.4115
P474943,P455676,0.5021
P474943,P458216,0.5099
P474943,P471111,0.4457
P474943,P502771,0.4172
P503912,P470529,0.4201
P503912,P503634,0.4264
P503912,P504171,0.4616
P503912,P503216,0.4333
P503912,P502322,0.4061
P503912,P382356,0.4638
P503912,P383308,0.4324
P503912,P439061,0.4081
P503912,P459131,0.446
P503912,P454800,0.401
P503912,P503933,0.4321
P503912,P503876,0.4231
P503912,P502740,0.4129
P503912,P504315,0.4035
P503912,P478731,0.4369
P503912,P449180,0.4033
P503912,P483495,0.4566
P503912,P475197,0.4442
P503912,P475192,0.4148
P503912,P475200,0.467
P503912,P502771,0.402
P503912,P473336,0.4012
P503912,P501474,0.4597
P411540,P471546,0.9641
P411540,P429250,0.5362
P411540,P481700,0.5306
P471546,P429250,0.524
P471546,P481700,0.5301
P411539,P423259,0.7013
P411539,P467615,0.5914
P411539,P448185,0.8087
P411539,P448184,0.669
P411539,P481700,0.7732
P411539,P481699,0.4504
P411539,P417238,0.4422
P411539,P479318,0.4548
P411539,P480165,0.4387
P411539,P503997,0.483
P411539,P504171,0.4191
P411539,P437981,0.4027
P411539,P474325,0.4076
P411539,P500988,0.4105
P411539,P480174,0.4039
P411539,P472469,0.411
P411539,P502322,0.4315
P411539,P504698,0.4608
P411539,P503726,0.4113
P411539,P461535,0.4109
P411539,P483495,0.4108
P411539,P456434,0.4406
P411539,P457279,0.431
P411539,P477830,0.4049
P423259,P467615,0.6227
P423259,P448185,0.7109
P423259,P448184,0.9124
P423259,P481700,0.7427
P423259,P481699,0.5639
P467615,P448185,0.64
P467615,P448184,0.5732
P467615,P481700,0.5588
P467615,P481699,0.4638
P448185,P457008,0.4087
P448185,P448184,0.6991
P448185,P481700,0.6892
P448185,P481699,0.4413
P448185,P457009,0.4087
P448185,P417238,0.4673
P448185,P479318,0.4609
P448185,P480165,0.4537
P448185,P503997,0.5196
P448185,P479327,0.4059
P448185,P503634,0.4062
P448185,P504171,0.451
P448185,P400207,0.4047
P448185,P437981,0.4347
P448185,P474325,0.4175
P448185,P500988,0.4242
P448185,P480174,0.4268
P448185,P503216,0.4077
P448185,P472469,0.4531
P448185,P502322,0.4099
P448185,P444970,0.4254
P448185,P474075,0.4044
P448185,P504698,0.4266
P448185,P410400,0.4146
P448185,P456434,0.4707
P448185,P457279,0.4604
P448185,P475197,0.4071
P448185,P475192,0.4124
P448185,P475196,0.4016
P448185,P477830,0.4362
P454019,P454086,0.8208
P454019,P454085,0.6823
P454019,P461162,0.4549
P442857,P442854,0.7518
P442857,P442853,1.0
P457008,P457011,0.7754
P457008,P457012,0.8726
P457008,P457010,0.8646
P457008,P457009,1.0
P457008,P417238,0.427
P457008,P434548,0.407
P457008,P479318,0.5271
P457008,P480165,0.4425
P457008,P503997,0.5673
P457008,P504780,0.4135
P457008,P479327,0.4644
P457008,P503634,0.4463
P457008,P504171,0.5041
P457008,P400207,0.486
P457008,P442564,0.4468
P457008,P437981,0.5142
P457008,P474325,0.5007
P457008,P500988,0.4711
P457008,P505316,0.4474
P457008,P481334,0.4509
P457008,P480174,0.5186
P457008,P476428,0.4336
P457008,P503216,0.4941
P457008,P476515,0.4297
P457008,P472469,0.4464
P457008,P502322,0.424
P457008,P444970,0.4435
P457008,P474075,0.4981
P457008,P501003,0.4402
P457008,P470247,0.4349
P457008,P504698,0.532
P457008,P480192,0.4301
P457008,P410400,0.404
P457008,P503726,0.4147
P457008,P460627,0.4183
P457008,P461535,0.44
P457008,P483495,0.4216
P457008,P456434,0.5412
P457008,P457279,0.5339
P457008,P475194,0.4341
P457008,P482754,0.4216
P457008,P475197,0.4524
P457008,P475192,0.4366
P457008,P475196,0.4629
P457008,P477830,0.4285
P448184,P481700,0.6937
P448184,P481699,0.4438
P454086,P454085,0.6408
P454086,P461162,0.4612
P429250,P481700,0.5643
P454085,P461162,0.4071
P473828,P504007,0.629
P473828,P504042,0.4651
P473828,P504001,0.4012
P473828,P504064,0.4185
P473828,P454120,0.4186
P473828,P457519,0.4188
P429529,P397623,1.0
P429529,P397622,0.7609
P504007,P504042,0.6122
P504007,P504001,0.4916
P504007,P504064,0.518
P504042,P504001,0.5766
P504042,P504064,0.568
P504001,P504064,0.5304
P397624,P397625,0.5261
P397623,P397622,0.7609
P481700,P481699,0.472
P481700,P483495,0.4053
P442854,P442853,0.7518
P501031,P501176,0.4499
P501031,P503809,0.4395
P501031,P442742,0.4778
P501031,P466153,0.4714
P501031,P479125,0.4471
P501031,P482074,0.4163
P501031,P481837,0.4466
P501031,P442759,0.44
P501031,P428668,0.4397
P501031,P437960,0.4397
P397625,P404793,0.4051
P397625,P478020,0.4381
P397625,P475143,0.4252
P397625,P504330,0.4519
P397625,P470048,0.4179
P397625,P203616,0.4224
P397625,P473172,0.4348
P397625,P455227,0.4039
P397625,P501178,0.4014
P397626,P397627,1.0
P457011,P457012,0.8321
P457011,P457010,0.7811
P457011,P457009,0.7754
P457012,P457010,0.8186
P457012,P457009,0.8726
P457010,P457009,0.8646
P457010,P479318,0.4199
P457010,P503997,0.4518
P457010,P504171,0.4113
P457010,P474325,0.404
P457010,P480174,0.4179
P457010,P503216,0.4011
P457010,P504698,0.4108
P457010,P456434,0.4418
P457010,P457279,0.4359
P457009,P417238,0.427
P457009,P434548,0.407
P457009,P479318,0.5271
P457009,P480165,0.4425
P457009,P503997,0.5673
P457009,P504780,0.4135
P457009,P479327,0.4644
P457009,P503634,0.4463
P457009,P504171,0.5041
P457009,P400207,0.486
P457009,P442564,0.4468
P457009,P437981,0.5142
P457009,P474325,0.5007
P457009,P500988,0.4711
P457009,P505316,0.4474
P457009,P481334,0.4509
P457009,P480174,0.5186
P457009,P476428,0.4336
P457009,P503216,0.4941
P457009,P476515,0.4297
P457009,P472469,0.4464
P457009,P502322,0.424
P457009,P444970,0.4435
P457009,P474075,0.4981
P457009,P501003,0.4402
P457009,P470247,0.4349
P457009,P504698,0.532
P457009,P480192,0.4301
P457009,P410400,0.404
P457009,P503726,0.4147
P457009,P460627,0.4183
P457009,P461535,0.44
P457009,P483495,0.4216
P457009,P456434,0.5412
P457009,P457279,0.5339
P457009,P475194,0.4341
P457009,P482754,0.4216
P457009,P475197,0.4524
P457009,P475192,0.4366
P457009,P475196,0.4629
P457009,P477830,0.4285
P459128,P469506,0.4272
P459129,P451750,0.4219
P480441,P464234,0.4243
P480441,P464244,0.4689
P480440,P478020,0.4167
P480440,P453227,0.4067
P480440,P470048,0.401
P464238,P464243,0.4444
P464238,P464239,0.4982
P464238,P464245,0.511
P464238,P467617,0.452
P464238,P464241,0.4492
P464238,P464234,0.4155
P464238,P464235,0.5527
P464238,P464242,0.4366
P464238,P464244,0.4114
P464238,P469520,0.4298
P464238,P469508,0.455
P464238,P468850,0.4323
P464238,P429952,0.4148
P464238,P480630,0.4148
P464243,P464239,0.6968
P464243,P464245,0.4699
P464243,P467617,0.8431
P464243,P464241,0.8435
P464243,P464234,0.4655
P464243,P464235,0.5088
P464243,P483128,0.4648
P464243,P464242,0.4954
P464243,P464244,0.5506
P464243,P464240,0.4716
P464239,P464245,0.4583
P464239,P467617,0.7064
P464239,P464241,0.665
P464239,P464234,0.5703
P464239,P464235,0.5803
P464239,P483128,0.5105
P464239,P464242,0.5031
P464239,P464244,0.5616
P464239,P464240,0.4844
P464245,P467617,0.4153
P464245,P464241,0.4262
P464245,P464235,0.5564
P464245,P464242,0.4899
P464245,P464244,0.5752
P464245,P464237,0.41
P467617,P464241,0.8498
P467617,P464234,0.4533
P467617,P464235,0.5163
P467617,P483128,0.454
P467617,P464242,0.4716
P467617,P464244,0.5106
P467617,P464240,0.4179
P464241,P464234,0.4841
P464241,P464235,0.5097
P464241,P483128,0.4731
P464241,P464242,0.4926
P464241,P464244,0.5119
P464241,P464240,0.4706
P464234,P464235,0.4966
P464234,P483128,0.4581
P464234,P464242,0.4543
P464234,P464244,0.4719
P464235,P483128,0.4284
P464235,P464242,0.5315
P464235,P464244,0.5649
P464235,P464240,0.4293
P464235,P464237,0.5137
P483128,P464242,0.4435
P483128,P464244,0.458
P464242,P464244,0.6029
P464242,P464240,0.4439
P464244,P464240,0.4468
P464240,P3550,0.4182
P427421,P470024,0.8427
P427421,P465752,0.9761
P427421,P501591,0.6299
P427421,P500983,0.924
P427421,P505120,0.7602
P427421,P442867,0.5379
P427421,P427638,0.4975
P392246,P415777,0.4791
P392246,P471761,0.5988
P392246,P501591,0.5654
P392246,P474333,0.4722
P392246,P505376,0.4096
P392246,P469504,0.4192
P392246,P3550,0.4265
P392246,P474078,0.4076
P392246,P478731,0.4423
P392246,P470548,0.4272
P426836,P471547,0.9669
P426836,P501591,0.4467
P426836,P505316,0.4069
P426836,P480346,0.4521
P406712,P503294,0.6926
P406712,P505120,0.5633
P406712,P501254,0.4047
P415777,P400259,0.4631
P415777,P471761,0.4259
P415777,P503294,0.4549
P415777,P501591,0.4698
P415777,P505120,0.4117
P415777,P501254,0.406
P415777,P475196,0.434
P432668,P473304,0.7189
P446938,P442566,0.4283
P446938,P460515,0.6362
P446938,P462347,0.6278
P446938,P501028,0.4889
P446938,P471761,0.7246
P446938,P502195,0.4148
P446938,P469508,0.4063
P403818,P432239,0.4962
P403818,P420652,0.4477
P403818,P469490,0.5252
P403818,P504212,0.4557
P403818,P503868,0.4682
P403818,P503878,0.4338
P403818,P503827,0.403
P403818,P420230,0.5877
P392245,P424378,1.0
P400259,P503294,0.7474
P400259,P501591,0.5371
P400259,P505120,0.5665
P442566,P460515,0.5104
P442566,P462347,0.4966
P442566,P504880,0.4186
P442566,P503991,0.4517
P442566,P504026,0.4425
P442566,P456192,0.4581
P442566,P476028,0.5003
P442566,P309306,0.4176
P442566,P442757,0.4203
P442566,P504073,0.4725
P442566,P463665,0.5039
P442566,P430146,0.4006
P429515,P419223,0.4006
P429515,P468850,0.4138
P429515,P443846,0.4207
P419222,P419221,0.9778
P419222,P501591,0.5518
P439926,P450947,0.9909
P454120,P501028,0.51
P454120,P503693,0.5171
P454120,P439057,0.4908
P454120,P469525,0.5185
P454120,P469512,0.4677
P454120,P415701,0.4552
P454120,P458576,0.4228
P454120,P471065,0.4201
P454120,P471064,0.4974
P460515,P462347,0.978
P460515,P501028,0.4828
P460515,P471761,0.491
P460515,P469508,0.4235
P462347,P501028,0.4765
P462347,P471761,0.4846
P462347,P469508,0.4179
P419221,P501591,0.5462
P470024,P465752,0.8401
P470024,P501591,0.6067
P470024,P500983,0.933
P470024,P505120,0.7086
P470024,P442867,0.5029
P470024,P427638,0.4254
P466117,P476677,0.4243
P466117,P469508,0.4142
P466117,P466153,0.4101
P466117,P479125,0.4022
P466117,P482074,0.4271
P466117,P455242,0.4088
P466117,P448937,0.4003
P466117,P450244,0.6304
P405584,P392248,0.7426
P405584,P392249,0.787
P405584,P440658,0.9077
P477985,P501028,0.4043
P392248,P392249,0.596
P392248,P440658,0.6167
P501028,P503693,0.4202
P501028,P471761,0.4279
P501028,P481701,0.4123
P501028,P481390,0.4315
P501028,P469525,0.424
P501028,P469508,0.4349
P503693,P439057,0.4634
P503693,P469525,0.5171
P503693,P469512,0.4406
P503693,P415701,0.4241
P503693,P458576,0.4063
P503693,P471065,0.4037
