product_id_1,product_id_2,similarity
P427409,P455897,0.624
P427409,P455338,0.4038
P427411,P442756,0.4354
P427411,P442753,0.414
P427412,P427405,0.5368
P427412,P442754,0.4058
P427413,P455339,0.8119
P427413,P448530,0.4715
P427413,P442758,0.4148
P427414,P482328,1.0
P427414,P427420,0.5866
P427414,P442759,0.5575
P427414,P442752,0.5457
P427414,P455899,0.4441
P427415,P447597,0.4137
P427416,P500139,0.7065
P427416,P479861,0.5304
P427416,P504028,0.4578
P427417,P427413,0.4082
P427418,P455339,0.5058
P427419,P427413,0.5056
P427419,P500139,0.4785
P427420,P442752,0.9109
P427420,P482328,0.5866
P427420,P427405,0.5288
P427420,P442759,0.4412
P427421,P465752,0.9761
P427421,P500983,0.924
P427421,P470024,0.8427
P427421,P505120,0.7602
P427421,P501591,0.6299
P427513,P481397,0.5145
P427513,P481082,0.514
P427513,P481081,0.467
P427513,P408241,0.4255
P427513,P455924,0.4218
P427536,P504615,0.9799
P427536,P502365,0.668
P427536,P504203,0.6631
P427536,P504327,0.4894
P427638,P415701,0.4296
P427638,P458576,0.4125
P427638,P471065,0.4077
P427641,P480177,0.4797
P427641,P376135,0.4576
P427729,P444987,0.9536
P427729,P468411,0.4182
P427729,P468410,0.4181
P427729,P468409,0.4159
P427731,P427732,0.4386
P427731,P440922,0.4197
P427731,P443838,0.4184
P427732,P440922,0.4967
P428005,P500464,1.0
P428005,P504676,0.8158
P428005,P504221,0.7408
P428005,P481138,0.5486
P428005,P481137,0.5193
P428095,P465368,1.0
P428095,P455227,0.6357
P428095,P473172,0.407
P428100,P440317,0.4491
P428250,P503721,0.6648
P428250,P503683,0.6187
P428255,P427731,1.0
P428255,P427732,0.4386
P428255,P440922,0.4197
P428255,P443838,0.4184
P428414,P501474,0.4016
P428416,P414293,0.5963
P428416,P449410,0.4451
P428416,P500777,0.4358
P428416,P504134,0.4145
P428416,P500744,0.4086
P428422,P501188,0.4171
P428423,P501189,0.4284
P428636,P501264,0.6454
P428636,P475961,0.5429
P428636,P430405,0.5405
P428636,P417110,0.5363
P428636,P461950,0.498
P428637,P501264,0.5617
P428637,P417110,0.5555
P428637,P461950,0.5387
P428637,P428639,0.5381
P428637,P430405,0.5247
P428639,P430405,0.6267
P428639,P501264,0.6011
P428668,P437960,1.0
P428819,P435386,0.9697
P428819,P442744,0.5504
P429043,P430809,0.8154
P429242,P484076,0.4651
P429250,P481700,0.5643
P429504,P505335,0.6965
P429504,P501566,0.608
P429504,P501585,0.608
P429504,P502608,0.413
P429515,P443846,0.4207
P429515,P468850,0.4138
P429515,P419223,0.4006
P429516,P482259,0.5965
P429516,P504987,0.5457
P429516,P455618,0.418
P429529,P397623,1.0
P429529,P397622,0.7609
P429637,P430405,0.99
P429637,P501264,0.684
P429637,P417107,0.6704
P429637,P421249,0.6587
P429637,P417243,0.6511
P429662,P467651,0.4603
P429662,P483138,0.4579
P429676,P440923,0.4696
P429676,P429675,0.4365
P429683,P456204,0.6717
P429683,P442747,0.6275
P429683,P456401,0.4426
P429952,P480630,1.0
P429952,P450244,0.4382
P429953,P504911,0.5558
P429954,P462747,0.9898
P429954,P502434,0.7666
P429954,P500482,0.5539
P429954,P480354,0.5314
P429954,P392143,0.4962
P430146,P473336,0.4884
P430146,P477830,0.4865
P430337,P459131,0.7686
P430337,P456566,0.5887
P430337,P503876,0.5318
P430337,P503572,0.5247
P430337,P483679,0.5074
P430338,P429504,0.7036
P430338,P505335,0.5206
P430338,P409227,0.4913
P430338,P501566,0.4369
P430338,P501585,0.4369
P430405,P501264,0.6793
P430818,P454822,0.8946
P430903,P479362,0.4864
P430903,P502998,0.4237
P431180,P476540,0.9137
P431180,P443829,0.8709
P431180,P456988,0.8289
P431180,P459140,0.7799
P431180,P431181,0.7745
P431181,P459140,0.9571
P431181,P474956,0.9121
P431181,P456988,0.8858
P431181,P474957,0.8787
P431181,P444614,0.8522
P431187,P503216,0.5585
P431187,P505316,0.5443
P431187,P480165,0.5042
P431187,P480174,0.5026
P431187,P475197,0.4834
P431416,P428639,0.6093
P431416,P501264,0.596
P431416,P475961,0.5709
P431416,P417114,0.5586
P431416,P417243,0.513
P431418,P447199,0.457
P431418,P456989,0.4322
P431418,P455909,0.4002
P431419,P431418,0.5004
P431840,P410400,0.4543
P431840,P479352,0.4397
P431840,P461535,0.4265
P431840,P483495,0.4245
P431840,P504330,0.4182
P431847,P504575,0.4624
P431847,P468149,0.418
P431848,P472180,0.5133
P431848,P472050,0.4655
P431848,P416815,0.4489
P432045,P504443,0.9687
P432045,P456990,0.6315
P432045,P500716,0.4487
P432045,P480274,0.4235
P432045,P453818,0.4151
P432048,P500482,0.652
P432048,P480354,0.575
P432048,P392143,0.5714
P432048,P502434,0.552
P432048,P420143,0.5451
P432049,P454799,0.9126
P432049,P469193,0.4868
P432239,P420230,0.4698
P432239,P469490,0.4088
P432239,P500329,0.4056
P432239,P440503,0.4004
P432241,P392891,0.5003
P432241,P479839,0.4895
P432241,P481084,0.4895
P432241,P377576,0.482
P432241,P473820,0.4252
P432242,P244701,0.7067
P432242,P469452,0.6115
P432242,P393501,0.4243
P432256,P432255,0.4356
P432262,P456203,0.5903
P432262,P456401,0.519
P432262,P429683,0.5084
P432262,P424988,0.4512
P432262,P474376,0.4415
P432662,P442748,0.698
P432662,P422848,0.593
P432662,P458917,0.5711
P432662,P500482,0.5673
P432662,P392143,0.5618
P432668,P473304,0.7189
P432824,P434340,0.707
P432829,P463371,0.9763
P432829,P444980,0.717
P432829,P502998,0.5749
P432829,P501474,0.4349
P433143,P479696,0.4262
P433143,P467129,0.4125
P433155,P431419,0.6327
P433155,P431418,0.6073
P433440,P424987,0.7722
P433443,P504852,0.5854
P433443,P504888,0.5644
P433443,P444057,0.5532
P433443,P435801,0.5031
P433443,P456434,0.4602
P433444,P474369,0.5394
P433444,P470048,0.4142
P433444,P440929,0.4089
P433446,P483495,0.4164
P433446,P482058,0.4068
P433446,P504506,0.4014
P433461,P447608,0.5539
P433466,P433465,0.5394
P433469,P469510,0.4153
P433519,P451727,0.9239
P433519,P433524,0.4437
P433520,P477812,0.9977
P433520,P435975,0.8456
P433520,P433521,0.4428
P433521,P433519,0.5807
P433521,P451727,0.5295
P433521,P477812,0.4435
P433521,P433522,0.4268
P433521,P451728,0.4268
P433522,P451728,1.0
P433522,P433524,0.4587
P433524,P451728,0.4587
P433524,P451727,0.4428
P433618,P433619,0.5395
P433618,P433617,0.5305
P433618,P455421,0.5061
P433618,P423164,0.4704
P433618,P504291,0.4683
P433621,P433620,0.6954
P433621,P505265,0.4738
P433621,P505280,0.4237
P433627,P461177,0.9645
P433887,P480280,1.0
P433887,P480278,0.7039
P433887,P457512,0.6531
P433887,P503892,0.5703
P433887,P503642,0.4353
P433962,P501264,0.7992
P433962,P430405,0.6202
P433962,P428639,0.5737
P433962,P428637,0.5524
P433962,P417110,0.544
P433971,P433974,0.7265
P433971,P473148,0.6255
P433971,P433975,0.6111
P433971,P478021,0.5284
P433971,P450587,0.4812
P433973,P433974,0.8348
P433973,P473148,0.8035
P433973,P433975,0.703
P433973,P433971,0.6069
P433973,P478021,0.6015
P433974,P478021,0.5475
P433974,P450587,0.4856
P433974,P448719,0.4026
P433975,P433974,0.6977
P433975,P478021,0.5839
P433975,P450587,0.4634
P433975,P500482,0.4494
P433975,P475200,0.4342
P434336,P418624,0.8844
P434336,P468684,0.4647
P434336,P476028,0.4395
P434336,P428816,0.4294
P434336,P430146,0.4253
P434360,P434361,0.8861
P434360,P442745,0.4763
P434360,P440926,0.4427
P434360,P408241,0.4316
P434360,P409834,0.4172
P434361,P442745,0.4855
P434361,P440926,0.4287
P434361,P470048,0.4248
P434361,P409816,0.4177
P434361,P409834,0.4157
P434545,P434546,0.592
P434545,P454800,0.5071
P434545,P503933,0.4871
P434545,P503651,0.4697
P434545,P459131,0.4362
P434546,P503651,0.8064
P434546,P503933,0.6678
P434546,P454800,0.5597
P434546,P459131,0.4477
P434546,P503876,0.4354
P434548,P480165,0.7689
P434548,P500318,0.6157
P434548,P481334,0.5471
P434548,P437981,0.5429
P434548,P431187,0.5203
P435209,P435790,1.0
P435800,P503944,0.9715
P435800,P454315,0.5163
P435800,P454090,0.4564
P435801,P504852,0.703
P435801,P504888,0.6564
P435801,P500482,0.407
P435975,P477812,0.8418
P436094,P437477,0.6446
P436094,P502047,0.5625
P436094,P503345,0.5625
P436343,P436347,0.9112
P436346,P436343,0.5616
P436346,P436347,0.5377
P436353,P504272,0.6208
P436353,P500012,0.5921
P436353,P501751,0.5681
P436353,P472466,0.5156
P436353,P444615,0.4353
P436359,P441323,0.9679
P436359,P481334,0.4725
P436359,P500502,0.4319
P436359,P500982,0.4034
P436359,P471040,0.4019
P436365,P502186,0.6698
P436365,P481142,0.4359
P437477,P502047,0.8998
P437477,P503345,0.8998
P437477,P455227,0.4179
P437477,P442761,0.4002
P437981,P410400,0.6033
P437981,P504698,0.6025
P437981,P474325,0.587
P437981,P480174,0.5863
P437981,P456434,0.5813
P438617,P480986,0.4609
P438617,P471086,0.4576
P438617,P483136,0.4505
P438617,P473725,0.4322
P438618,P504424,0.4774
P438618,P500774,0.4691
P438618,P473726,0.4342
P438618,P467650,0.4243
P438618,P500729,0.415
P438619,P480986,0.6044
P438619,P438617,0.5597
P438619,P471086,0.4238
P438619,P478731,0.4095
P438619,P504441,0.4076
P438620,P500729,0.7534
P438620,P460704,0.6952
P438620,P502842,0.6067
P438620,P471086,0.4853
P438620,P483136,0.4577
P438628,P438630,0.6885
P438628,P434340,0.402
P438635,P504509,0.4657
P438637,P500755,0.6435
P438637,P500244,0.4546
P438637,P469478,0.4019
P438642,P502237,0.7663
P438643,P416312,0.4578
P438643,P470007,0.445
P438643,P469520,0.428
P438648,P471045,0.4834
P438648,P458576,0.4438
P438648,P439057,0.4417
P438648,P469508,0.4403
P438648,P471065,0.4376
P439055,P421277,0.4818
P439055,P456990,0.4761
P439055,P453818,0.4745
P439055,P480274,0.4543
P439055,P500716,0.4476
P439057,P415701,0.5911
P439057,P471064,0.5826
P439057,P458576,0.5667
P439057,P471065,0.5598
P439057,P469512,0.5299
P439058,P420699,0.6393
P439058,P479352,0.5199
P439058,P475192,0.4173
P439061,P454800,0.9555
P439061,P503933,0.602
P439061,P434546,0.5783
P439061,P500502,0.5413
P439061,P434545,0.5259
P439099,P439098,0.6415
P439099,P474941,0.4259
P439626,P481704,0.4333
P439643,P439648,1.0
P439643,P422648,0.5042
P439643,P385631,0.4868
P439648,P422648,0.5042
P439926,P450947,0.9909
P439927,P460511,0.9732
P439927,P467028,0.5981
P439927,P375849,0.4262
P439927,P439061,0.4097
P439927,P475196,0.4034
P440075,P455235,0.6153
P440075,P461535,0.5197
P440302,P478731,0.4872
P440302,P502842,0.4585
P440302,P460554,0.4465
P440302,P473726,0.4426
P440302,P461199,0.4422
P440305,P457696,0.4463
P440307,P461555,0.9714
P440307,P502978,0.6706
P440307,P430146,0.4292
P440307,P501474,0.4182
P440307,P477830,0.4088
P440312,P449158,0.9709
P440312,P454378,0.4993
P440312,P454395,0.484
P440312,P426080,0.4434
P440312,P454396,0.4367
P440482,P444967,0.9558
P440482,P462384,0.62
P440482,P455909,0.5839
P440482,P480330,0.5735
P440482,P502709,0.5574
P440483,P444968,0.9655
P440483,P455909,0.6757
P440483,P462384,0.6283
P440483,P502709,0.5795
P440483,P440484,0.5184
P440484,P444969,0.9676
P440484,P455909,0.5806
P440484,P462384,0.5786
P440484,P502709,0.5622
P440484,P444968,0.4957
P440485,P440501,0.5848
P440485,P462378,0.4709
P440486,P440485,0.5675
P440486,P446822,0.4977
P440486,P440501,0.4717
P440486,P462378,0.4683
P440486,P410883,0.4362
P440489,P462378,0.5605
P440490,P462378,0.4417
P440490,P440492,0.429
P440490,P3617,0.4203
P440492,P462378,0.4209
P440494,P462375,0.4574
P440494,P460756,0.4465
P440494,P444969,0.4099
P440496,P462377,0.6232
P440498,P480330,0.4251
P440500,P460757,0.6036
P440500,P462378,0.4114
P440500,P462383,0.4063
P440501,P462378,0.503
P440501,P440492,0.4304
P440501,P468196,0.4246
P440502,P440485,0.4499
P440502,P462381,0.4482
P440502,P440501,0.4267
P440504,P504073,0.4514
P440650,P505343,0.7031
P440650,P453929,0.5528
P440650,P453928,0.474
P440651,P467129,0.66
P440651,P254720,0.5047
P440651,P478020,0.4498
P440923,P454807,0.4332
P440923,P444987,0.4155
P440925,P440926,0.9898
P440925,P442745,0.4556
P440925,P434360,0.4446
P440925,P434361,0.4306
P440925,P470048,0.4237
P440926,P442745,0.4537
P440926,P470048,0.4219
P440926,P408241,0.408
P440929,P433446,0.48
P440929,P470048,0.4589
P440933,P440929,0.5251
P440934,P481169,0.4981
P440934,P504327,0.4482
P440934,P504203,0.4229
P440934,P504303,0.4157
P440934,P502365,0.4054
P440949,P442548,0.9264
P440949,P505376,0.6392
P440949,P474333,0.5301
P440949,P481085,0.5169
P440949,P439061,0.4917
P440981,P477160,0.9322
P440981,P476860,0.5465
P441101,P481168,1.0
P441101,P454795,0.9873
P441101,P504218,0.8474
P441101,P504327,0.6498
P441101,P399623,0.4717
P441220,P456192,0.4293
P441220,P476736,0.4258
P441220,P392142,0.4222
P441220,P471046,0.4061
P441323,P481334,0.473
P441644,P502977,0.7751
P441644,P473336,0.5811
P441644,P501474,0.5123
P441644,P411388,0.4824
P441644,P475630,0.4187
P442003,P504289,0.5159
P442003,P420230,0.4581
P442003,P432239,0.4371
P442003,P500744,0.4155
P442263,P442837,0.4613
P442263,P442839,0.4484
P442263,P442840,0.4419
P442263,P479860,0.4419
P442263,P502169,0.438
P442267,P429508,0.471
P442535,P483092,0.822
P442535,P473726,0.7259
P442535,P460554,0.6859
P442535,P479688,0.6705
P442535,P457439,0.6503
P442542,P479705,0.4721
P442545,P438618,0.4651
P442545,P469513,0.4551
P442545,P469502,0.4396
P442545,P469515,0.4295
P442545,P384539,0.4102
P442546,P443834,0.445
P442546,P421275,0.4237
P442546,P447210,0.4034
P442546,P441645,0.4015
P442548,P505376,0.5776
P442548,P454800,0.5197
P442548,P474078,0.4815
P442548,P474333,0.479
P442548,P439061,0.4673
P442563,P427413,0.6243
P442563,P455339,0.4839
P442563,P427406,0.4701
P442564,P437981,0.8592
P442564,P410400,0.5524
P442564,P504698,0.5505
P442564,P480174,0.5372
P442564,P456434,0.5366
P442566,P460515,0.5104
P442566,P463665,0.5039
P442566,P476028,0.5003
P442566,P462347,0.4966
P442566,P504073,0.4725
P442589,P446820,1.0
P442594,P502842,0.7447
P442594,P483092,0.6331
P442594,P500785,0.6262
P442594,P457439,0.6153
P442594,P456957,0.6063
P442734,P457273,0.5155
P442741,P442743,0.8319
P442741,P442752,0.4374
P442743,P442752,0.4205
P442744,P435386,0.5561
P442745,P443550,0.435
P442745,P443549,0.4341
P442745,P483495,0.4052
P442747,P456204,0.5742
P442747,P456401,0.4596
P442747,P424984,0.4262
P442747,P424985,0.4217
P442748,P500482,0.5576
P442748,P480354,0.5208
P442748,P502434,0.5029
P442748,P422848,0.4917
P442748,P503877,0.4567
P442752,P482328,0.5457
P442752,P442759,0.4591
P442752,P455899,0.418
P442752,P427405,0.4162
P442753,P442756,0.6267
P442753,P455897,0.4801
P442753,P455339,0.4425
P442753,P442755,0.4218
P442754,P455897,0.684
P442754,P442755,0.6116
P442754,P442756,0.4737
P442754,P455338,0.4522
P442754,P447597,0.4493
P442755,P455897,0.572
P442755,P447597,0.5099
P442755,P442833,0.4694
P442755,P442756,0.4485
P442756,P455897,0.4527
P442757,P504073,0.5243
P442757,P463665,0.4586
P442758,P455339,0.5832
P442758,P455897,0.49
P442758,P447597,0.4146
P442758,P442756,0.4003
P442759,P482328,0.5575
P442759,P479861,0.4239
P442761,P483495,0.4952
P442761,P309306,0.4494
P442761,P504073,0.4273
P442761,P463665,0.4253
P442761,P461535,0.4142
P442833,P455897,0.5219
P442833,P447597,0.44
P442836,P502169,0.5754
P442836,P442839,0.462
P442836,P442838,0.4417
P442836,P442837,0.4408
P442837,P502169,0.7395
P442837,P446916,0.4221
P442837,P479351,0.4082
P442837,P483701,0.4052
P442838,P442839,0.7073
P442838,P502169,0.6898
P442838,P442837,0.6815
P442839,P442837,0.8046
P442839,P502169,0.6904
P442839,P479351,0.4416
P442839,P446916,0.4212
P442839,P483698,0.411
P442840,P479860,1.0
P442840,P442837,0.7793
P442840,P502169,0.7211
P442840,P442839,0.6834
P442840,P442838,0.6033
P442843,P442841,0.5821
P442843,P446916,0.5063
P442854,P442853,0.7518
P442857,P442853,1.0
P442857,P442854,0.7518
P442858,P472466,0.6828
P442858,P504272,0.6566
P442858,P500012,0.6236
P442858,P457005,0.5608
P442858,P436353,0.436
P442859,P505316,0.5109
P442859,P503216,0.5062
P442859,P431187,0.4632
P442859,P480174,0.4377
P442859,P474325,0.4373
P442867,P427638,0.4939
P442871,P502710,0.4725
P442871,P483496,0.4491
P442871,P448530,0.4046
P442990,P502047,0.5398
P442990,P503345,0.5398
P442990,P474371,0.5225
P442990,P437477,0.4915
P443350,P446638,0.7217
P443350,P460624,0.5329
P443350,P404793,0.4757
P443350,P468143,0.4729
P443350,P407444,0.4706
P443351,P442742,0.4157
P443352,P423688,0.9805
P443352,P467112,0.9653
P443352,P446638,0.5893
P443352,P460624,0.5335
P443359,P460624,0.6175
P443359,P423142,0.4943
P443359,P443358,0.4934
P443359,P423150,0.4633
P443359,P443351,0.4595
P443370,P503820,0.6184
P443370,P475086,0.4198
P443375,P443376,0.7451
P443375,P443377,0.6792
P443375,P455229,0.5805
P443375,P457854,0.4913
P443375,P468407,0.4913
P443376,P443377,0.6854
P443376,P455229,0.6764
P443376,P457854,0.4781
P443376,P468407,0.4781
P443376,P505280,0.449
P443377,P455229,0.6259
P443377,P501189,0.5158
P443377,P468407,0.508
P443377,P504302,0.4454
P443377,P505280,0.4299
P443383,P405032,0.4098
P443549,P482058,0.6821
P443550,P443549,0.9953
P443550,P482058,0.6758
P443563,P503868,0.5644
P443563,P504212,0.5214
P443563,P469490,0.5014
P443700,P460624,0.548
P443700,P505379,0.4125
P443700,P478020,0.4111
P443700,P440651,0.404
P443812,P474113,0.4021
P443812,P474117,0.4021
P443829,P476540,0.8756
P443829,P456988,0.8598
P443829,P459140,0.8491
P443829,P444614,0.8475
P443829,P474956,0.8426
P443833,P442871,0.4908
P443833,P467655,0.4282
P443840,P500775,0.7275
P443840,P443842,0.5713
P443840,P448537,0.5201
P443840,P443843,0.5135
P443840,P446942,0.5041
P443841,P427409,0.7847
P443841,P455897,0.4225
P443842,P448537,0.5768
P443842,P443843,0.5548
P443842,P446942,0.5221
P443842,P500775,0.488
P443842,P502691,0.4822
P443843,P448537,0.5648
P443843,P443846,0.5597
P443843,P500775,0.428
P443845,P443842,0.4846
P443845,P500775,0.4729
P443845,P443846,0.4487
P443846,P427405,0.4112
P444057,P504852,0.7897
P444057,P435801,0.6816
P444057,P504888,0.6578
P444057,P500019,0.5533
P444216,P433971,0.6053
P444216,P433974,0.5755
P444216,P473148,0.544
P444216,P450587,0.4837
P444216,P433975,0.4511
P444237,P455365,0.4003
P444614,P459140,0.8303
P444614,P474956,0.8045
P444614,P474957,0.7748
P444614,P476540,0.7563
P444614,P431418,0.6839
P444615,P462379,0.6396
P444718,P482327,1.0
P444718,P479861,0.4223
P444964,P417243,0.4397
P444967,P462384,0.6012
P444967,P480330,0.5561
P444967,P455909,0.555
P444967,P444968,0.5477
P444967,P502709,0.5405
P444968,P455909,0.6497
P444968,P462384,0.6134
P444968,P502709,0.5658
P444968,P444969,0.5403
P444968,P440494,0.4184
P444969,P462384,0.5657
P444969,P455909,0.558
P444969,P502709,0.5496
P444969,P468196,0.4442
P444969,P462379,0.4187
P444970,P474075,0.6389
P444970,P470247,0.4985
P444970,P501003,0.4935
P444970,P504698,0.4905
P444970,P456434,0.4903
P444980,P502998,0.4712
P444987,P468411,0.4128
P444987,P468409,0.407
P445726,P502842,0.605
P445726,P483092,0.5789
P445726,P457439,0.5663
P445726,P479688,0.5531
P445726,P504417,0.5334
P445822,P478020,0.4843
P445822,P504330,0.4706
P445822,P470048,0.4562
P445822,P422536,0.4533
P445822,P433446,0.4509
P445827,P448192,0.9715
P445832,P505316,0.6149
P445832,P503216,0.5947
P445832,P474325,0.5898
P445832,P480174,0.5756
P445832,P475197,0.5479
P445833,P470048,0.402
P445951,P483664,0.6822
P445951,P434336,0.4707
P445951,P422003,0.4672
P445951,P430146,0.4561
P445951,P463665,0.4335
P446111,P475083,0.4183
P446111,P505385,0.4042
P446419,P503933,0.4148
P446419,P500482,0.412
P446421,P433444,0.535
P446421,P474369,0.4734
P446421,P433446,0.4347
P446638,P467112,0.5835
P446638,P376726,0.4529
P446638,P478020,0.4434
P446638,P449835,0.4257
P446638,P468143,0.4199
P446908,P454939,0.5311
P446908,P427513,0.5117
P446908,P481082,0.508
P446908,P380030,0.5061
P446908,P481397,0.4923
P446916,P476736,0.4069
P446916,P503877,0.4047
P446930,P460513,0.9035
P446930,P459116,0.822
P446930,P460514,0.4895
P446934,P467129,0.5699
P446934,P479696,0.4192
P446938,P471761,0.7246
P446938,P460515,0.6362
P446938,P462347,0.6278
P446938,P501028,0.4889
P446938,P442566,0.4283
P446942,P448537,0.6313
P446942,P443843,0.5224
P446942,P502691,0.489
P446942,P502710,0.4545
P446942,P500775,0.4084
P447199,P456989,0.9255
P447199,P424984,0.4315
P447199,P424985,0.4137
P447200,P447409,0.9724
P447210,P503892,0.6188
P447210,P480278,0.6013
P447210,P457512,0.5615
P447210,P503642,0.4009
P447212,P454936,0.8512
P447212,P447787,0.7876
P447212,P448548,0.7578
P447212,P447790,0.7441
P447212,P454937,0.726
P447213,P451750,0.4641
P447213,P504698,0.4342
P447213,P443842,0.4299
P447504,P450244,0.4163
P447504,P482074,0.411
P447504,P442759,0.4014
P447592,P398761,0.648
P447592,P474943,0.644
P447592,P475192,0.5545
P447592,P382356,0.5523
P447592,P383308,0.549
P447596,P447597,0.5689
P447596,P455897,0.5042
P447596,P442755,0.4787
P447596,P442833,0.4213
P447597,P455897,0.6265
P447603,P500746,0.5439
P447603,P500756,0.4777
P447603,P504882,0.4236
P447603,P480604,0.4139
P447773,P468412,0.6002
P447773,P428103,0.4605
P447773,P375864,0.4303
P447780,P504303,0.7263
P447780,P468229,0.4793
P447780,P504218,0.4749
P447780,P481168,0.4697
P447780,P454795,0.4656
P447781,P464233,1.0
P447781,P448553,0.8021
P447781,P475926,0.7167
P447781,P448550,0.5055
P447781,P481973,0.4921
P447782,P454935,0.9753
P447782,P475926,0.7508
P447782,P471017,0.5176
P447782,P447790,0.5098
P447782,P448557,0.4886
P447783,P448545,0.5716
P447783,P474036,0.4853
P447783,P448548,0.4739
P447783,P448711,0.4473
P447783,P447787,0.4465
P447785,P447790,0.4998
P447785,P474036,0.4858
P447785,P448711,0.4799
P447785,P475926,0.4316
P447785,P447787,0.4252
P447787,P454937,0.9326
P447787,P448548,0.611
P447787,P448715,0.5002
P447787,P475926,0.485
P447787,P448545,0.4431
P447788,P448542,0.6316
P447788,P475926,0.4731
P447788,P456392,0.4728
P447788,P474036,0.4299
P447790,P447787,0.6697
P447790,P448548,0.6227
P447790,P454937,0.6201
P447790,P474036,0.5405
P447790,P448715,0.4862
P448184,P481700,0.6937
P448184,P481699,0.4438
P448185,P448184,0.6991
P448185,P481700,0.6892
P448185,P503997,0.5196
P448185,P456434,0.4707
P448185,P417238,0.4673
P448200,P463951,0.8291
P448200,P504302,0.7405
P448200,P505280,0.7327
P448200,P463106,0.5665
P448200,P443375,0.505
P448201,P463951,0.8865
P448201,P448200,0.816
P448201,P504302,0.7926
P448201,P505280,0.7439
P448201,P463106,0.568
P448202,P463951,0.9913
P448202,P448201,0.8946
P448202,P448200,0.8366
P448202,P505280,0.798
P448202,P504302,0.7675
P448203,P505280,0.8
P448203,P504302,0.7923
P448203,P448202,0.7151
P448203,P463951,0.7108
P448203,P448200,0.693
P448207,P454800,0.4619
P448207,P473322,0.452
P448207,P503933,0.4396
P448207,P434546,0.4299
P448207,P434545,0.4167
P448537,P502691,0.5324
P448537,P500775,0.4379
P448542,P475926,0.4545
P448542,P448550,0.4353
P448542,P471017,0.4177
P448542,P456392,0.4075
P448544,P448547,0.7814
P448544,P471017,0.4198
P448545,P474036,0.5451
P448545,P475926,0.4949
P448545,P471017,0.4206
P448545,P448544,0.4108
P448547,P504011,0.4173
P448548,P448545,0.6313
P448548,P474036,0.5307
P448548,P475926,0.521
P448548,P448544,0.4408
P448548,P471017,0.4377
P448549,P448551,0.6781
P448549,P448550,0.6486
P448550,P504011,0.4282
P448550,P448547,0.4127
P448551,P448550,0.9566
P448551,P504011,0.4477
P448551,P477150,0.4151
P448553,P475926,0.6417
P448553,P448551,0.5281
P448553,P448550,0.5052
P448553,P471017,0.4974
P448553,P504011,0.4722
P448554,P448546,0.7466
P448557,P448548,0.4861
P448557,P471017,0.4771
P448557,P475926,0.4768
P448557,P448542,0.4325
P448557,P474036,0.4028
P448558,P448542,0.68
P448558,P447788,0.6217
P448558,P448544,0.493
P448558,P475926,0.4759
P448558,P471017,0.4385
P448563,P448565,0.871
P448563,P500771,0.716
P448563,P448564,0.5527
P448563,P405285,0.5011
P448563,P405286,0.4751
P448564,P448565,0.8754
P448564,P422649,0.446
P448564,P427513,0.4268
P448564,P479839,0.421
P448564,P481084,0.421
P448565,P405285,0.4907
P448565,P422649,0.4441
P448565,P479839,0.4409
P448565,P481084,0.4409
P448565,P481397,0.4401
P448711,P447787,0.5391
P448711,P447790,0.538
P448711,P474036,0.5168
P448711,P454937,0.5145
P448711,P448548,0.5032
P448713,P394124,0.4261
P448715,P474036,0.5413
P448715,P448545,0.5041
P448715,P448548,0.4914
P448715,P475926,0.4728
P448715,P471017,0.4141
P448719,P483092,0.56
P448719,P456957,0.5575
P448719,P457439,0.5509
P448719,P460554,0.5436
P448719,P471111,0.5323
P448802,P479722,0.4655
P448852,P448853,1.0
P448852,P500121,0.7091
P448853,P500121,0.7091
P448934,P422253,0.6734
P448934,P422002,0.4145
P448934,P422248,0.4079
P448937,P463964,0.4445
P448937,P456407,0.4057
P449150,P476028,0.4619
P449150,P463665,0.4537
P449150,P500248,0.4333
P449150,P500238,0.4241
P449150,P421998,0.4143
P449158,P454395,0.5127
P449175,P504852,0.831
P449175,P444057,0.7015
P449175,P504888,0.6803
P449175,P435801,0.6484
P449175,P500019,0.5368
P449177,P503997,0.4503
P449177,P480174,0.4497
P449177,P480165,0.4296
P449177,P504171,0.4287
P449177,P503923,0.4241
P449410,P476737,0.4519
P449410,P500482,0.4047
P449599,P473726,0.4608
P449599,P114902,0.4577
P449599,P474078,0.4159
P449601,P448551,0.4667
P449601,P448550,0.4464
P449601,P504011,0.4382
P449601,P475926,0.417
P450210,P460554,0.5155
P450210,P442594,0.4815
P450210,P483092,0.4731
P450210,P504417,0.4638
P450210,P457439,0.4629
P450211,P450210,0.9812
P450211,P460554,0.501
P450211,P442594,0.4684
P450211,P483092,0.4586
P450211,P479688,0.4516
P450244,P442759,0.5
P450244,P427414,0.4549
P450244,P482328,0.4549
P450244,P455899,0.4443
P450244,P442752,0.4159
P450262,P443838,0.487
P450290,P416538,0.8845
P450290,P428637,0.8831
P450290,P416725,0.6247
P450290,P433962,0.5708
P450290,P417115,0.5657
P450583,P483092,0.6171
P450583,P500502,0.5985
P450583,P460554,0.585
P450583,P457439,0.5757
P450583,P442535,0.5711
P450587,P448719,0.4987
P450587,P478021,0.4504
P450632,P476731,0.9862
P450632,P505270,0.628
P450633,P476730,0.9867
P450633,P505270,0.6029
P450633,P450632,0.4986
P450633,P476731,0.4891
P450934,P450935,0.5321
P451737,P504465,0.6485
P451745,P443838,0.4471
